param: sa_Nodes: sa_node_x sa_node_y, sa_node_label :=
1 52.52 13.4 Berlin
2 38.12 13.35 Palermo
3	37.38	-5.98	Seville
4	50.05	19.95	Cracow
5	48.58	7.77	Strasbourg
6	48.87	2.33	Paris
7	52.25	21	Warsaw
8	44.83	20.5	Belgrade
9	45.47	9.17	Milan
10	48.22	16.37	Vienna
11	52.47	-1.88	Birmingham
12	47.5	19.08	Budapest
13	50.08	14.43	Prague
14	59.33	18.05	Stockholm
15	38.73	-9.13	Lisbon
16	40.42	-3.72	Madrid
17	60.17	24.97	Helsinki
18	55.72	12.57	Copenhagen
19	47.38	8.55	Zurich
20	59.93	10.75	Oslo
21	43.3	5.37	Marseille
22	50.1	8.67	Frankfurt
23	41.88	12.5	Rome
24	53.55	10.02	Hamburg
25	38	23.73	Athens
26	44.85	-0.57	Bordeaux
27	41.37	2.18	Barcelona
28	45.73	4.83	Lyon
29	51.5	-0.17	London
30	51.23	6.78	Dusseldorf
31	45.83	16.02	Zagreb
32	42.75	23.33	Sofia
33	52.35	4.9	Amsterdam
34	53.33	-6.25	Dublin
35	50.83	4.35	Brussels
36	48.13	11.57	Munich
37	55.85	-4.25	Glasgow
;

param: sa_Links: sa_link_nodeA sa_link_nodeB sa_link_length:=
1 1 7 516.43
2 1 13 280.6
3 1 36 505.09
4 1 18 359.9
5 1 24 253.33
6 2 25 908.4
7 2 23 424.31
8 3 15 313.98
9 3 27 829.37
10 4 7 255.35
11 4 12 290.62
12 5 6 400.25
13 5 22 181.15
14 5 19 145.52
15 6 28 396.74
16 6 29 342.31
17 6 35 261.65
18 6 26 498.33
19 7 17 913.83
20 8 32 324.14
21 8 31 367.38
22 8 12 316.38
23 9 23 480.6
24 9 36 347.6
25 9 19 217.63
26 10 31 267.08
27 10 13 250.35
28 10 36 356.01
29 11 29 159.2
30 11 37 406.22
31 12 13 445.21
32 14 17 398.53
33 14 18 517.52
34 15 16 500.2
35 15 29 1581.72
36 16 27 506.93
37 16 26 555.81
38 17 20 788.32
39 18 20 480.33
40 19 28 338.43
41 21 28 273.57
42 21 23 604.45
43 21 27 338.79
44 21 26 504.7
45 22 30 183.11
46 22 36 304.15
47 22 24 394.66
48 23 31 521.96
49 24 33 367.96
50 25 32 529.26
51 25 31 1078.24
52 29 33 360.2
53 29 34 459.63
54 30 35 175.65
55 33 35 173.23
56 33 37 711.44
57 34 37 308.39
;
